Year_UTC,Month_UTC,Station_ID,Depth,pHin,OmegaCAin,CO3in,Cruise,Station,Line,Cruise mid-date,Station date,Day_UTC,Local time (PST),Day or Night,Abundance,Estimated C Biomass (mgC m-2)
2010,1,090.0 045.0,21,8.07983209485895,3.92395166027429,163.462838916315,201001NH,45,90,2010-01-22,2010-01-18,18,15:56:00,Day,0,0
2010,1,090.0 045.0,50,8.07139710768974,3.80998324157846,159.516190884538,201001NH,45,90,2010-01-22,2010-01-18,18,15:56:00,Day,0,0
2010,1,090.0 045.0,99,7.90872113155683,2.36648862459666,100.136655552187,201001NH,45,90,2010-01-22,2010-01-18,18,15:56:00,Day,0,0
2010,1,090.0 045.0,171,7.770459880436,1.67870364022002,72.262984035536,201001NH,45,90,2010-01-22,2010-01-18,18,15:56:00,Day,0,0
2010,1,090.0 060.0,2,8.07826124251961,3.81449126503402,158.382238979503,201001NH,60,90,2010-01-22,2010-01-18,18,04:54:00,Night,0,0
2010,1,090.0 060.0,19,8.07756276959817,3.80214249019524,158.334850855279,201001NH,60,90,2010-01-22,2010-01-18,18,04:54:00,Night,0,0
2010,1,090.0 060.0,49,8.05914889986427,3.60310877762755,150.838054304444,201001NH,60,90,2010-01-22,2010-01-18,18,04:54:00,Night,0,0
2010,1,090.0 060.0,100,7.86337878518633,2.11531813890672,89.628257989347,201001NH,60,90,2010-01-22,2010-01-18,18,04:54:00,Night,0,0
2010,1,090.0 060.0,173,7.72348195289578,1.52426594030767,65.6995685294122,201001NH,60,90,2010-01-22,2010-01-18,18,04:54:00,Night,0,0
2010,1,090.0 090.0,2,8.0799793708223,3.78457088328577,156.88264695926,201001NH,90,90,2010-01-22,2010-01-17,17,07:43:00,Day,0,0
2010,1,090.0 090.0,2,8.07828901141564,3.78514870795258,156.90536618136,201001NH,90,90,2010-01-22,2010-01-17,17,07:43:00,Day,0,0
2010,1,090.0 090.0,20,8.0813729299012,3.78549718188928,157.40482772569,201001NH,90,90,2010-01-22,2010-01-17,17,07:43:00,Day,0,0
2010,1,090.0 090.0,20,8.08216144889552,3.78476832019177,157.375985791337,201001NH,90,90,2010-01-22,2010-01-17,17,07:43:00,Day,0,0
2010,1,090.0 090.0,50,8.04999382815184,3.37369117439579,141.106105318504,201001NH,90,90,2010-01-22,2010-01-17,17,07:43:00,Day,0,0
2010,1,090.0 090.0,50,8.05076545738922,3.37286383863172,141.072406857625,201001NH,90,90,2010-01-22,2010-01-17,17,07:43:00,Day,0,0
2010,1,090.0 090.0,99,7.97901160244539,2.65735778920172,112.31026769767401,201001NH,90,90,2010-01-22,2010-01-17,17,07:43:00,Day,0,0
2010,1,090.0 090.0,170,7.73932096079602,1.5503325041923,66.7481479502266,201001NH,90,90,2010-01-22,2010-01-17,17,07:43:00,Day,0,0
2011,1,080.0 055.0,2,8.14739101601307,4.07572640970305,169.378678652442,201101NH,55,80,2011-01-21,2011-01-25,25,13:54:00,Night,15041.18,7.48
2011,1,080.0 055.0,99,7.70869639781152,1.49274512581985,63.4285072765371,201101NH,55,80,2011-01-21,2011-01-25,25,13:54:00,Night,15041.18,7.48
2011,1,080.0 055.0,170,7.62207787686899,1.21208642926373,52.2531929901594,201101NH,55,80,2011-01-21,2011-01-25,25,13:54:00,Night,15041.18,7.48
2011,1,080.0 080.0,99,7.75704685243577,1.61808270861609,68.6647671066325,201101NH,80,80,2011-01-21,2011-01-26,26,07:21:00,Night,397.74,0.12
2011,1,090.0 030.0,2,8.09792681534487,3.91052436215557,162.310243738371,201101NH,30,90,2011-01-21,2011-01-19,19,11:05:00,Night,2489.67,5.2
2011,1,090.0 030.0,26,8.05617128825932,3.54214890235421,147.723246192714,201101NH,30,90,2011-01-21,2011-01-19,19,11:05:00,Night,2489.67,5.2
2011,1,090.0 030.0,51,7.88348678657745,2.26436584253601,94.9782931999692,201101NH,30,90,2011-01-21,2011-01-19,19,11:05:00,Night,2489.67,5.2
2011,1,090.0 030.0,100,7.76317439597329,1.66791105673017,70.8044181946932,201101NH,30,90,2011-01-21,2011-01-19,19,11:05:00,Night,2489.67,5.2
2011,1,090.0 030.0,170,7.69684810578656,1.4110008921342,60.812805927243,201101NH,30,90,2011-01-21,2011-01-19,19,11:05:00,Night,2489.67,5.2
2011,1,090.0 045.0,30,7.90851140864716,2.40648528510731,100.61115261589,201101NH,45,90,2011-01-21,2011-01-18,18,21:40:00,Night,5370.84,4.66
2011,1,090.0 045.0,50,7.82124703630642,1.96059346183343,82.3429275642518,201101NH,45,90,2011-01-21,2011-01-18,18,21:40:00,Night,5370.84,4.66
2011,1,090.0 045.0,101,7.70673827054024,1.48743311121682,63.2007750126318,201101NH,45,90,2011-01-21,2011-01-18,18,21:40:00,Night,5370.84,4.66
2011,1,090.0 045.0,171,7.6483437027812,1.27835948188368,55.1387818025077,201101NH,45,90,2011-01-21,2011-01-18,18,21:40:00,Night,5370.84,4.66
2011,1,090.0 060.0,3,8.04919790384354,3.37713284847445,140.144929728908,201101NH,60,90,2011-01-21,2011-01-18,18,10:12:00,Night,2256.55,0.92
2011,1,090.0 060.0,34,8.01832364370412,3.11573920205026,130.159242294428,201101NH,60,90,2011-01-21,2011-01-18,18,10:12:00,Night,2256.55,0.92
2011,1,090.0 060.0,51,8.00237376111585,2.97858214287007,124.852032300861,201101NH,60,90,2011-01-21,2011-01-18,18,10:12:00,Night,2256.55,0.92
2011,1,090.0 060.0,100,7.85729222390136,2.02868232927827,85.9308519775812,201101NH,60,90,2011-01-21,2011-01-18,18,10:12:00,Night,2256.55,0.92
2011,1,090.0 060.0,171,7.6965866563404,1.42746230001395,61.5234545459787,201101NH,60,90,2011-01-21,2011-01-18,18,10:12:00,Night,2256.55,0.92
2011,1,090.0 090.0,3,8.06258378227084,3.8554194164914,159.889712443708,201101NH,90,90,2011-01-21,2011-01-17,17,07:43:00,Night,1270.16,0.76
2011,1,090.0 090.0,26,8.05390241178953,3.7771546814134,157.250743192411,201101NH,90,90,2011-01-21,2011-01-17,17,07:43:00,Night,1270.16,0.76
2011,1,090.0 090.0,51,8.05374163400301,3.76258264668377,157.304135137469,201101NH,90,90,2011-01-21,2011-01-17,17,07:43:00,Night,1270.16,0.76
2011,1,090.0 090.0,96,8.04254363852247,3.43922192525398,145.051633694848,201101NH,90,90,2011-01-21,2011-01-17,17,07:43:00,Night,1270.16,0.76
2011,1,090.0 090.0,171,7.89212028436319,2.17594160305725,93.4473799072646,201101NH,90,90,2011-01-21,2011-01-17,17,07:43:00,Night,1270.16,0.76
2011,1,080.0 055.0,50,7.83746738462528,2.03914503063755,85.6678026054265,201101NH,55,80,2011-01-21,2011-01-25,25,13:54:00,Night,15041.18,7.48
2011,1,080.0 055.0,30,7.90686989766835,2.38840158844203,99.8678434393084,201101NH,55,80,2011-01-21,2011-01-25,25,13:54:00,Night,15041.18,7.48
2011,1,080.0 080.0,50,8.01333752309894,2.99375013201468,125.316667568665,201101NH,80,80,2011-01-21,2011-01-26,26,07:21:00,Night,397.74,0.12
2011,1,080.0 080.0,3,8.07800695881979,3.59961990676893,149.180395150406,201101NH,80,80,2011-01-21,2011-01-26,26,07:21:00,Night,397.74,0.12
2011,4,080.0 055.0,2,7.9218054630190204,2.48059916212271,103.367721482455,201104SH,55,80,2011-04-18,2011-04-23,23,05:32:00,Night,0,0
2011,4,080.0 055.0,29,7.90809633132883,2.39934559269568,100.478313512849,201104SH,55,80,2011-04-18,2011-04-23,23,05:32:00,Night,0,0
2011,4,080.0 055.0,50,7.76574683427806,1.71173596602765,72.0029857946813,201104SH,55,80,2011-04-18,2011-04-23,23,05:32:00,Night,0,0
2011,4,080.0 055.0,100,7.64436737613212,1.2845492460706,54.6421461487524,201104SH,55,80,2011-04-18,2011-04-23,23,05:32:00,Night,0,0
2011,4,080.0 055.0,170,7.61503765968239,1.18522982814081,51.1149965478305,201104SH,55,80,2011-04-18,2011-04-23,23,05:32:00,Night,0,0
2011,4,080.0 080.0,2,8.06283141150573,3.58911881291866,148.709660274426,201104SH,80,80,2011-04-18,2011-04-24,24,02:30:00,Night,0,0
2011,4,080.0 080.0,51,8.08303002096339,3.54400658904333,148.098533291813,201104SH,80,80,2011-04-18,2011-04-24,24,02:30:00,Night,0,0
2011,4,080.0 080.0,100,7.93213202058336,2.42463848970324,102.578031726079,201104SH,80,80,2011-04-18,2011-04-24,24,02:30:00,Night,0,0
2011,4,080.0 080.0,171,7.73792783740427,1.53550290661471,66.1358436866292,201104SH,80,80,2011-04-18,2011-04-24,24,02:30:00,Night,0,0
2011,4,090.0 030.0,2,8.09197130161133,4.03008343858585,167.263419935815,201104SH,30,90,2011-04-18,2011-04-17,17,03:54:00,Night,7504.49,7.72
2011,4,090.0 030.0,30,7.88638079635489,2.33240236519497,97.4919341227522,201104SH,30,90,2011-04-18,2011-04-17,17,03:54:00,Night,7504.49,7.72
2011,4,090.0 030.0,50,7.78600074610599,1.82229074255218,76.5264437885191,201104SH,30,90,2011-04-18,2011-04-17,17,03:54:00,Night,7504.49,7.72
2011,4,090.0 030.0,100,7.71605092613516,1.51773869765188,64.4815095648446,201104SH,30,90,2011-04-18,2011-04-17,17,03:54:00,Night,7504.49,7.72
2011,4,090.0 030.0,171,7.65190747157808,1.30981292422739,56.4888143423548,201104SH,30,90,2011-04-18,2011-04-17,17,03:54:00,Night,7504.49,7.72
2011,4,090.0 045.0,2,8.07801761914062,3.76772141551535,156.469394424336,201104SH,45,90,2011-04-18,2011-04-16,16,11:19:00,Night,5732.41,3.07
2011,4,090.0 045.0,33,7.90421381039962,2.39550955228233,100.215780221944,201104SH,45,90,2011-04-18,2011-04-16,16,11:19:00,Night,5732.41,3.07
2011,4,090.0 045.0,50,7.83523807049794,2.01490791934897,84.6153009760141,201104SH,45,90,2011-04-18,2011-04-16,16,11:19:00,Night,5732.41,3.07
2011,4,090.0 045.0,101,7.71052322759829,1.48571353226511,63.1685619244439,201104SH,45,90,2011-04-18,2011-04-16,16,11:19:00,Night,5732.41,3.07
2011,4,090.0 045.0,170,7.65489516126279,1.29607633105942,55.8938438365709,201104SH,45,90,2011-04-18,2011-04-16,16,11:19:00,Night,5732.41,3.07
2011,4,090.0 060.0,2,8.05197339117137,3.43820199791314,142.896918879212,201104SH,60,90,2011-04-18,2011-04-15,15,19:07:00,Night,4366.41,2.66
2011,4,090.0 060.0,30,8.05075012320304,3.39842611715374,141.962608884084,201104SH,60,90,2011-04-18,2011-04-15,15,19:07:00,Night,4366.41,2.66
2011,4,090.0 060.0,50,8.02607863513938,3.17380310189958,133.081057639186,201104SH,60,90,2011-04-18,2011-04-15,15,19:07:00,Night,4366.41,2.66
2011,4,090.0 060.0,102,7.73774378329087,1.57463985514916,66.910395239864,201104SH,60,90,2011-04-18,2011-04-15,15,19:07:00,Night,4366.41,2.66
2011,4,090.0 060.0,170,7.67447131692732,1.33249866976583,57.4380899888041,201104SH,60,90,2011-04-18,2011-04-15,15,19:07:00,Night,4366.41,2.66
2011,4,090.0 090.0,2,8.07876223915985,3.62842017086903,150.415909565138,201104SH,90,90,2011-04-18,2011-04-14,14,17:37:00,Night,2011.75,3.88
2011,4,090.0 090.0,31,8.07698578150824,3.59857106309077,149.945026152057,201104SH,90,90,2011-04-18,2011-04-14,14,17:37:00,Night,2011.75,3.88
2011,4,090.0 090.0,52,8.05416584552204,3.34457749440654,140.073855037969,201104SH,90,90,2011-04-18,2011-04-14,14,17:37:00,Night,2011.75,3.88
2011,4,090.0 090.0,100,7.92953412231348,2.42416080775641,102.592619734858,201104SH,90,90,2011-04-18,2011-04-14,14,17:37:00,Night,2011.75,3.88
2011,4,090.0 090.0,174,7.72737769763849,1.50614701062656,64.8907968368348,201104SH,90,90,2011-04-18,2011-04-14,14,17:37:00,Night,2011.75,3.88
2011,8,080.0 055.0,2,8.05115979592626,3.51991568749984,146.27832207495,201108NH,55,80,2011-08-04,2011-08-09,9,00:38:00,Night,6316.75,4.97
2011,8,080.0 055.0,40,7.96322736322629,2.84298032803197,119.06493352994,201108NH,55,80,2011-08-04,2011-08-09,9,00:38:00,Night,6316.75,4.97
2011,8,080.0 055.0,60,7.84475797866145,2.03254653243598,85.4792015380876,201108NH,55,80,2011-08-04,2011-08-09,9,00:38:00,Night,6316.75,4.97
2011,8,080.0 055.0,99,7.74733108848622,1.62089100694559,68.8192469347297,201108NH,55,80,2011-08-04,2011-08-09,9,00:38:00,Night,6316.75,4.97
2011,8,080.0 055.0,169,7.67350196548464,1.35281976807019,58.303876750606896,201108NH,55,80,2011-08-04,2011-08-09,9,00:38:00,Night,6316.75,4.97
2011,8,080.0 055.0,169,7.67359494416881,1.35306060132177,58.3135752344828,201108NH,55,80,2011-08-04,2011-08-09,9,00:38:00,Night,6316.75,4.97
2011,8,080.0 080.0,2,8.05023474153612,3.82051385291731,158.224062662976,201108NH,80,80,2011-08-04,2011-08-09,9,20:53:00,Night,785.46,0.44
2011,8,080.0 080.0,29,8.05530834920857,3.74897690396542,156.06728466567,201108NH,80,80,2011-08-04,2011-08-09,9,20:53:00,Night,785.46,0.44
2011,8,080.0 080.0,49,8.0534132612,3.42030666005168,142.970387996654,201108NH,80,80,2011-08-04,2011-08-09,9,20:53:00,Night,785.46,0.44
2011,8,080.0 080.0,100,7.88095189338461,2.13964294282543,90.5922309136741,201108NH,80,80,2011-08-04,2011-08-09,9,20:53:00,Night,785.46,0.44
2011,8,080.0 080.0,169,7.73916767563994,1.51281128372008,65.1384832120456,201108NH,80,80,2011-08-04,2011-08-09,9,20:53:00,Night,785.46,0.44
2011,8,090.0 030.0,2,8.0817342916685,4.28431534560563,177.441747708658,201108NH,30,90,2011-08-04,2011-08-02,2,20:51:00,Night,0,0
2011,8,090.0 030.0,30,8.07169868003457,3.67738190299958,153.481500967525,201108NH,30,90,2011-08-04,2011-08-02,2,20:51:00,Night,0,0
2011,8,090.0 030.0,50,7.93077783493059,2.57020692899279,107.822139966758,201108NH,30,90,2011-08-04,2011-08-02,2,20:51:00,Night,0,0
2011,8,090.0 030.0,100,7.76424666407588,1.69829846353004,72.0637791198838,201108NH,30,90,2011-08-04,2011-08-02,2,20:51:00,Night,0,0
2011,8,090.0 030.0,169,7.69468360265663,1.42838894128858,61.5541693979784,201108NH,30,90,2011-08-04,2011-08-02,2,20:51:00,Night,0,0
2011,8,090.0 045.0,3,8.07602321093107,4.29623111500788,178.182000600757,201108NH,45,90,2011-08-04,2011-08-02,2,03:31:00,Night,2325.9,10.18
2011,8,090.0 045.0,29,7.90434137969186,2.47715169574078,103.612937483499,201108NH,45,90,2011-08-04,2011-08-02,2,03:31:00,Night,2325.9,10.18
2011,8,090.0 045.0,49,7.78996154314079,1.83191202423303,76.9722026237583,201108NH,45,90,2011-08-04,2011-08-02,2,03:31:00,Night,2325.9,10.18
2011,8,090.0 045.0,100,7.70480679054025,1.46943060872117,62.4602380250161,201108NH,45,90,2011-08-04,2011-08-02,2,03:31:00,Night,2325.9,10.18
2011,8,090.0 045.0,169,7.66255039742559,1.30980332444766,56.4688894713565,201108NH,45,90,2011-08-04,2011-08-02,2,03:31:00,Night,2325.9,10.18
2011,8,090.0 060.0,2,8.08109727143016,4.10822133021439,170.438824942495,201108NH,60,90,2011-08-04,2011-08-01,1,15:47:00,Night,4686.43,2.12
2011,8,090.0 060.0,30,8.01930912106387,3.37741883350424,141.050384908667,201108NH,60,90,2011-08-04,2011-08-01,1,15:47:00,Night,4686.43,2.12
2011,8,090.0 060.0,50,7.95516151007944,2.72463289895663,114.20619829581,201108NH,60,90,2011-08-04,2011-08-01,1,15:47:00,Night,4686.43,2.12
2011,8,090.0 060.0,101,7.74637746708084,1.60072254883522,67.9888765508568,201108NH,60,90,2011-08-04,2011-08-01,1,15:47:00,Night,4686.43,2.12
2011,8,090.0 060.0,170,7.64340357970471,1.25856470907714,54.2803885780958,201108NH,60,90,2011-08-04,2011-08-01,1,15:47:00,Night,4686.43,2.12
2011,10,090.0 090.0,170,7.75510531004196,1.60083714137539,68.8839793994261,201110NH,90,90,2011-10-25,2011-10-21,21,00:51:00,Night,0,0
2011,10,090.0 090.0,100,7.9709183291556,2.7135020944873,114.712286137011,201110NH,90,90,2011-10-25,2011-10-21,21,00:51:00,Night,0,0
2011,10,090.0 090.0,25,8.02380837998271,3.88804305009317,161.279306560121,201110NH,90,90,2011-10-25,2011-10-21,21,00:51:00,Night,0,0
2011,10,090.0 090.0,51,8.06026691364921,3.758458991856,157.008898063273,201110NH,90,90,2011-10-25,2011-10-21,21,00:51:00,Night,0,0
2011,10,090.0 090.0,2,8.019969687387,3.86316704129386,159.660855291751,201110NH,90,90,2011-10-25,2011-10-21,21,00:51:00,Night,0,0
2011,10,090.0 060.0,3,8.05024061152078,3.94282678508475,163.352195685536,201110NH,60,90,2011-10-25,2011-10-21,21,20:28:00,Night,0,0
2011,10,090.0 060.0,30,8.06596554250673,3.89369808939874,162.175898465789,201110NH,60,90,2011-10-25,2011-10-21,21,20:28:00,Night,0,0
2011,10,090.0 060.0,51,8.0518643130061,3.40798356507096,142.635866622739,201110NH,60,90,2011-10-25,2011-10-21,21,20:28:00,Night,0,0
2011,10,090.0 060.0,100,7.87654985180311,2.14069887661153,90.6567883502805,201110NH,60,90,2011-10-25,2011-10-21,21,20:28:00,Night,0,0
2011,10,090.0 060.0,170,7.72704003980031,1.50235125838775,64.7213223447471,201110NH,60,90,2011-10-25,2011-10-21,21,20:28:00,Night,0,0
2011,10,090.0 053.0,169,7.72161768722627,1.47581604617877,63.5706368025421,201110NH,53,90,2011-10-25,2011-10-22,22,03:04:00,Night,384.71,0.1
2011,10,090.0 053.0,100,7.87689352664526,2.1864769536524302,92.5965688439351,201110NH,53,90,2011-10-25,2011-10-22,22,03:04:00,Night,384.71,0.1
2011,10,090.0 053.0,50,8.04685401840737,3.68372149402694,153.937825366302,201110NH,53,90,2011-10-25,2011-10-22,22,03:04:00,Night,384.71,0.1
2011,10,090.0 053.0,30,8.04975056869995,3.92680371702828,163.387862191324,201110NH,53,90,2011-10-25,2011-10-22,22,03:04:00,Night,384.71,0.1
2011,10,090.0 053.0,2,8.05091297144186,3.96834346969239,164.33715420141,201110NH,53,90,2011-10-25,2011-10-22,22,03:04:00,Night,384.71,0.1
2011,10,090.0 030.0,2,8.07625665960945,4.19041793282956,173.702317914449,201110NH,30,90,2011-10-25,2011-10-22,22,23:28:00,Night,611.8,0.16
2011,10,090.0 030.0,30,8.03420187160184,3.47138887229883,144.863871832132,201110NH,30,90,2011-10-25,2011-10-22,22,23:28:00,Night,611.8,0.16
2011,10,090.0 030.0,100,7.77099869936567,1.72289084145294,73.0999588941756,201110NH,30,90,2011-10-25,2011-10-22,22,23:28:00,Night,611.8,0.16
2011,10,090.0 030.0,170,7.69228144308864,1.43387316820823,61.7891618714133,201110NH,30,90,2011-10-25,2011-10-22,22,23:28:00,Night,611.8,0.16
2011,10,080.0 055.0,170,7.66415503224868,1.32135728588424,56.9443218023939,201110NH,55,80,2011-10-25,2011-10-29,29,03:06:00,Night,4123.59,1.65
2011,10,080.0 055.0,99,7.76137437422112,1.67346551524005,70.9763578043765,201110NH,55,80,2011-10-25,2011-10-29,29,03:06:00,Night,4123.59,1.65
2011,10,080.0 055.0,51,7.9668241457246,2.88107236522201,120.766582316552,201110NH,55,80,2011-10-25,2011-10-29,29,03:06:00,Night,4123.59,1.65
2011,10,080.0 055.0,30,8.07345398428725,3.90839145075036,162.956958584696,201110NH,55,80,2011-10-25,2011-10-29,29,03:06:00,Night,4123.59,1.65
2011,10,080.0 055.0,20,8.0871087498127,4.03147481066324,167.78873147901,201110NH,55,80,2011-10-25,2011-10-29,29,03:06:00,Night,4123.59,1.65
2011,10,080.0 055.0,10,8.0728969880823,3.99313316929156,165.817945143428,201110NH,55,80,2011-10-25,2011-10-29,29,03:06:00,Night,4123.59,1.65
2011,10,080.0 080.0,2,8.05180339400247,3.919944264875,162.282481827629,201110NH,80,80,2011-10-25,2011-10-30,30,00:56:00,Night,0,0
2011,10,080.0 080.0,20,8.04996490660809,3.89875575682206,161.883867633403,201110NH,80,80,2011-10-25,2011-10-30,30,00:56:00,Night,0,0
2011,10,080.0 080.0,30,8.06917277172282,3.88612446689142,161.835011897538,201110NH,80,80,2011-10-25,2011-10-30,30,00:56:00,Night,0,0
2011,10,080.0 080.0,51,8.03938966073642,3.48835869713094,146.05619889387,201110NH,80,80,2011-10-25,2011-10-30,30,00:56:00,Night,0,0
2011,10,080.0 080.0,100,7.90803284800091,2.27893003180096,96.4887887001284,201110NH,80,80,2011-10-25,2011-10-30,30,00:56:00,Night,0,0
